ID,RAdeg,DECdeg,Hmag,PhotFlag,Class_star,AGNflag,zphot,zspec,q_zspec,r_zspec,zbest,zphot_l68,zphot_u68,zphot_l95,zphot_u95,zAGN,M_neb_med,s_neb_med,M_med,s_med,M_14a_cons,M_11a_tau,M_6a_tau^NEB,M_13a_tau,M_12a_tau,M_6a_tau,M_2a_tau,M_15a,M_10c,M_14a_lin,M_14a_deltau,M_14a_tau,M_14a_inctau,M_14a,M_neb_med_lin,s_neb_med_lin,M_med_lin,s_med_lin
33044,215.1583293,52.9849061,27.3717,0,0.5,0,1.716,-99.0,-99,-99,1.716,0.95,2.82,0.36,4.36,-99.0,7.8421,0.204881,8.0749,0.306541,7.6439,7.93236,8.04021,8.36,8.0749,8.077,7.519,7.94057,7.79,7.46366,7.59534,7.71886,7.57206,7.64403,7.88578,0.18761,8.01412,0.26108
33045,214.9928913,52.8681721,26.4887,0,0.0,0,1.498,-99.0,-99,-99,1.498,0.83,3.64,0.25,4.47,-99.0,7.7937,0.164784,7.95865,0.551355,7.9535,7.86327,7.63387,7.99,7.9273,7.66266,9.073,7.90817,5.79,7.83282,7.87825,7.99303,7.93032,7.9536,7.86327,0.16544,7.95101,0.55136
33046,214.8975739,52.8005247,27.363,0,0.97,0,1.6,-99.0,-99,-99,1.6,0.8,3.09,0.31,4.04,-99.0,7.8615,0.192168,8.05638,0.289389,7.6832,7.98549,8.03981,7.95,8.0025,8.04844,8.658,8.08019,8.16,7.57953,7.60494,7.70296,7.65098,7.57953,7.89711,0.17817,8.04308,0.61651
33049,215.0762093,52.9271902,27.4454,0,0.91,0,1.452,-99.0,-99,-99,1.452,0.87,3.69,0.32,4.83,-99.0,7.9193,0.226707,7.95587,0.07305,7.5272,7.90624,7.93227,8.0,7.9235,7.98825,7.816,7.93796,6.91,7.38631,7.44082,7.57067,7.48008,7.52733,7.77535,0.20857,7.93439,0.0697
33053,214.9902411,52.8664836,26.8459,0,0.77,0,1.273,-99.0,-99,-99,1.273,0.79,3.4,0.26,5.3,-99.0,8.1133,0.174371,8.18262,0.171571,7.841,8.16581,8.11327,8.19,8.1221,8.16047,8.489,8.03723,6.62,7.70674,7.78995,7.87447,7.80137,7.84107,8.11327,0.16337,8.15738,0.22984
33055,215.0809475,52.9306642,27.266,0,0.75,0,2.555,-99.0,-99,-99,2.555,0.88,3.46,0.31,4.35,-99.0,8.0399,0.087738,8.15617,0.315061,7.963,8.1167,8.11327,8.25,8.646,8.03743,7.796,8.08725,8.55,7.81588,7.87073,8.00684,7.90634,7.96315,8.04663,0.08666,8.15659,0.44668
33057,214.982051,52.8607968,26.815,0,0.56,0,1.652,-99.0,-99,-99,1.652,0.9,2.45,0.42,2.86,-99.0,7.9489,0.088678,8.11,0.59042,7.8113,7.94895,7.97699,8.11,7.7054,7.84379,9.206,8.14743,7.29,7.68364,7.72355,7.81953,7.76672,7.81141,7.902,0.08671,8.02162,0.59042
33058,214.9993019,52.873027,26.9399,0,0.53,0,1.607,-99.0,-99,-99,1.607,0.92,1.86,0.51,2.43,-99.0,7.5697,0.283364,7.96531,0.22772,7.7881,7.82351,7.31597,7.97,8.028,7.97672,7.478,7.96062,7.66,7.68277,7.69666,7.79447,7.76138,7.68277,7.64001,0.25006,7.97,0.14417
33060,214.7552331,52.6992544,25.5009,0,0.09,0,1.675,-99.0,-99,-99,1.675,1.42,2.52,0.97,2.81,-99.0,8.7069,0.307402,8.94098,0.138932,8.4445,8.91742,9.02119,8.95,8.9862,8.89575,9.22,8.8719,7.83,8.32796,8.40757,8.51189,8.41113,8.51189,8.82227,0.25968,8.96848,0.17444
33062,215.0549775,52.9124613,26.871,0,0.89,0,3.072,-99.0,-99,-99,3.072,0.99,4.02,0.29,5.31,-99.0,8.8366,0.115201,9.06605,0.364286,8.7333,8.93982,8.92505,9.19,8.965,8.94211,9.808,8.99692,8.74,8.61082,8.67423,8.78446,8.6698,8.73343,8.84873,0.11222,9.08773,0.83317
33071,214.8991387,52.8021001,27.2825,0,0.87,0,1.639,-99.0,-99,-99,1.639,0.82,2.8,0.34,3.8,-99.0,7.9756,0.25842,8.25345,0.319376,7.7177,8.00417,8.2335,8.23,8.3238,7.97165,8.782,8.04119,8.35,7.59404,7.65228,7.7513,7.69623,7.71782,8.04806,0.25731,8.18248,0.50816
33072,214.7939062,52.7271148,26.9884,0,0.92,0,2.611,-99.0,-99,-99,2.611,1.06,4.94,0.35,5.64,-99.0,8.537,0.288698,8.57281,0.496635,8.7813,8.78886,8.28511,8.83,8.5296,7.88947,9.253,8.61601,8.12,8.67445,8.70737,8.79905,8.74698,8.78146,8.70257,0.25888,8.70527,0.47496
33076,214.8791875,52.788029,27.3266,0,0.43,0,3.213,-99.0,-99,-99,3.213,0.8,3.96,0.27,4.7,-99.0,9.0065,0.379749,9.12626,0.06524,8.3552,9.01927,9.00647,9.13,9.2014,9.17173,0.0,9.05111,8.97,8.17869,8.24384,8.40918,8.29057,8.35532,8.80344,0.317,9.14215,0.06154
33077,215.0177414,52.8864219,27.1028,0,0.85,0,1.897,-99.0,-99,-99,1.897,0.91,3.31,0.3,5.26,-99.0,8.2783,0.103535,8.27296,0.277954,8.1748,8.28206,8.38184,8.53,8.171,8.31639,7.779,8.30222,7.37,8.0564,8.13301,8.26147,8.1734,8.26147,8.29055,0.10171,8.27555,0.22087
33078,214.7905931,52.7248778,25.9729,0,0.56,0,1.855,-99.0,-99,-99,1.855,1.17,2.42,0.55,2.81,-99.0,8.0478,0.694264,8.6526,0.128927,8.2362,8.73348,7.3621,8.68,8.6526,8.45909,8.816,8.60727,6.96,8.11737,8.16076,8.26742,8.20128,8.23633,8.45054,0.41065,8.64516,0.12272
33079,215.0625125,52.9180675,27.0712,0,0.74,0,3.12,-99.0,-99,-99,3.12,0.88,3.93,0.28,4.71,-99.0,8.7614,0.268834,8.15565,0.16324,8.4286,8.93302,8.84205,8.31,8.0013,8.35545,0.0,8.13523,8.25,8.25743,8.32106,8.46698,8.3624,8.42872,8.84205,0.23475,8.23135,0.15582
33080,215.2144663,53.0250616,27.5457,0,0.65,0,2.109,-99.0,-99,-99,2.109,1.17,5.59,0.37,8.41,-99.0,8.29,0.319308,8.4209,0.241491,7.8081,8.41193,8.29003,8.43,8.4209,8.32201,8.898,8.31374,7.98,7.60837,7.66188,7.83985,7.71126,7.80819,8.20746,0.22025,8.37935,0.41074
33081,215.1537692,52.9824587,27.7947,4,0.21,0,4.127,-99.0,-99,-99,4.127,1.59,7.37,0.55,8.77,-99.0,8.496,0.796333,8.89509,0.643442,7.7769,9.21514,7.90358,8.6,9.6379,8.15229,0.0,8.46916,5.94,7.73228,7.79538,7.93014,7.75603,7.77697,7.90358,0.46325,8.53949,0.64344
33082,214.9896178,52.866562,26.8811,0,0.02,0,1.794,-99.0,-99,-99,1.794,0.97,4.79,0.43,5.67,-99.0,8.7316,0.106411,8.7991,0.142844,8.6365,8.82656,8.81458,9.02,8.7991,8.81505,8.617,8.79885,8.92,8.50103,8.57834,8.6936,8.59419,8.6936,8.74187,0.10584,8.80715,0.15561
33087,214.9420861,52.8330206,28.032,0,0.47,0,2.152,-99.0,-99,-99,2.152,1.23,5.53,0.41,8.43,-99.0,7.2262,0.82533,8.17005,0.088288,7.5294,8.03272,6.41962,8.08,8.2945,8.17173,0.0,8.16501,8.49,7.37107,7.4601,7.63717,7.49858,7.37107,7.74215,0.42487,8.17173,0.0877
33088,214.9002142,52.8032746,27.0427,0,0.76,0,1.469,-99.0,-99,-99,1.469,0.81,3.44,0.28,4.27,-99.0,7.1894,0.357906,7.52824,0.208643,7.5425,7.28995,6.8362,7.88,7.56,7.3294,7.431,7.49647,7.34,7.42058,7.4538,7.59426,7.50722,7.42058,7.31946,0.31256,7.46497,0.28743
33089,215.2492102,53.0496366,26.9213,0,0.25,0,2.022,-99.0,-99,-99,2.022,0.95,3.04,0.37,3.64,-99.0,8.3406,0.345928,8.01499,0.072456,8.0086,8.67259,8.5088,8.05,7.8971,8.04922,0.0,7.98076,8.04,7.88124,7.92537,8.03386,7.97401,8.00867,8.48356,0.26454,7.98076,0.06913
33094,214.9586616,52.8449308,27.5238,4,0.67,0,2.505,-99.0,-99,-99,2.505,1.25,5.73,0.42,8.52,-99.0,8.4985,0.4693,8.732,0.20057,7.734,8.58794,8.49845,8.75,8.8279,8.499,8.965,8.52054,8.16,7.68168,7.81779,7.82596,7.71317,7.82596,8.34381,0.2284,8.79069,0.21885
33096,215.009241,52.8808209,27.1548,0,0.19,0,1.88,-99.0,-99,-99,1.88,1.19,2.63,0.49,3.04,-99.0,7.1875,0.488559,7.2827,0.07398,7.5614,7.18751,6.59262,7.33,7.3569,7.19479,7.352,7.2354,6.94,7.41142,7.42375,7.57072,7.51222,7.41142,7.30467,0.46493,7.29148,0.07117
33097,215.173595,52.9967657,26.9161,0,0.67,0,1.475,-99.0,-99,-99,1.475,0.83,2.77,0.31,3.39,-99.0,8.0319,0.202141,8.07098,0.062568,7.7112,7.95093,8.11294,8.03,8.1114,8.15229,8.006,8.03056,7.83,7.57988,7.6244,7.74678,7.66739,7.57988,7.95694,0.18772,8.07273,0.06547
33102,214.9857305,52.8642344,26.8839,0,0.49,0,2.295,-99.0,-99,-99,2.295,0.82,3.37,0.3,4.09,-99.0,7.7262,0.86202,8.44976,0.332919,7.985,8.57521,6.87726,8.51,8.7256,8.39146,7.84,8.50806,8.49,7.83508,7.88263,8.01001,7.93449,7.83508,8.2828,0.86436,8.50806,0.25372
33103,215.1568406,52.9850597,26.9154,0,0.63,0,1.764,-99.0,-99,-99,1.764,0.8,3.05,0.31,3.93,-99.0,8.1078,0.282548,7.66541,0.136856,7.7446,8.2473,8.21958,7.79,7.5759,7.44107,7.733,7.61975,7.89,7.6141,7.64142,7.76906,7.70144,7.74474,8.21958,0.20652,7.63497,0.13562
33104,214.9958023,52.8713824,27.0618,0,0.24,0,1.319,-99.0,-99,-99,1.319,0.84,2.74,0.33,3.56,-99.0,7.7029,0.156001,7.83549,0.087314,7.4449,7.69296,7.73288,7.86,7.909,7.81097,7.945,7.72207,7.36,7.28886,7.31392,7.47482,7.39179,7.44503,7.61234,0.14803,7.84768,0.08273
33105,215.2144687,53.0255811,27.0794,0,0.73,0,2.591,-99.0,-99,-99,2.591,0.95,4.26,0.3,5.46,-99.0,8.329,0.191863,8.46249,0.301515,8.5206,8.13742,8.31197,8.64,8.2495,8.1364,8.854,8.28497,8.45,8.39689,8.46216,8.56857,8.50559,8.52075,8.31197,0.20891,8.48724,0.24912
33108,214.7374705,52.6874289,27.2157,0,0.86,0,1.425,-99.0,-99,-99,1.425,1.02,2.47,0.48,2.87,-99.0,6.9246,0.429031,7.13811,0.471884,7.3172,6.53197,6.625,7.14,7.1611,7.07004,8.174,7.11511,7.1,7.15865,7.17629,7.3325,7.27179,7.15865,6.625,0.35206,7.13871,0.47188
33113,214.8026211,52.7341688,25.9836,0,0.01,0,1.129,-99.0,-99,-99,1.129,0.77,2.54,0.33,2.92,-99.0,7.5493,0.139075,7.59834,0.556581,7.6216,7.41664,7.68196,7.69,7.4687,7.45939,8.768,7.54468,5.28,7.50631,7.53211,7.6323,7.59048,7.6217,7.56926,0.13263,7.62339,0.55658
33115,215.0832021,52.933403,27.4555,0,0.9,0,2.045,-99.0,-99,-99,2.045,0.95,3.86,0.33,5.47,-99.0,8.0011,0.158477,8.28654,0.17668,7.8457,8.15654,8.055,8.24,8.3718,8.16256,8.551,8.11297,8.11,7.71695,7.75773,7.91442,7.8194,7.84585,8.02837,0.14101,8.27966,0.19503
33122,214.9241817,52.8208223,26.7831,0,0.67,0,1.496,-99.0,-99,-99,1.496,0.86,2.71,0.33,3.26,-99.0,8.0091,0.264709,8.33386,0.102361,7.76,8.16434,8.25816,8.32,8.403,8.34772,8.155,8.40495,8.3,7.62796,7.66136,7.80281,7.71612,7.76012,8.07691,0.23178,8.36348,0.09939
33124,215.2063816,53.0201389,26.0248,0,0.01,0,2.003,-99.0,-99,-99,2.003,1.16,2.11,0.54,2.61,-99.0,8.8833,0.108543,8.99527,0.148356,8.7867,8.97995,8.96904,9.01,8.8551,8.98055,9.221,8.86323,8.52,8.64696,8.70216,8.84144,8.72717,8.78684,8.894,0.09701,8.99552,0.19174
33126,214.7568136,52.7015625,26.5231,0,0.58,0,1.864,-99.0,-99,-99,1.864,0.83,2.78,0.29,3.98,-99.0,7.7482,0.653538,8.49,0.420634,7.8836,8.39702,7.09934,8.49,8.7053,8.4183,7.62,8.50604,7.56,7.72663,7.79117,7.90135,7.82131,7.88372,8.11734,0.40626,8.45563,0.24829
33130,214.9309552,52.8257686,27.1046,0,0.4,0,2.253,-99.0,-99,-99,2.253,1.11,3.17,0.38,4.74,-99.0,8.2732,0.331991,8.68629,0.441411,7.9512,8.59516,8.41347,8.8,8.8073,8.71759,7.771,8.67586,6.95,7.76433,7.87203,8.00198,7.8643,7.95134,8.38298,0.27419,8.71759,0.21281
33131,214.997326,52.872888,27.4206,0,0.88,0,1.263,-99.0,-99,-99,1.263,0.78,3.74,0.27,4.37,-99.0,7.4103,0.233233,7.49965,0.529589,7.5089,7.63648,7.18412,7.63,7.3693,7.07954,8.472,7.40814,6.63,7.37107,7.43826,7.54957,7.48086,7.509,7.46671,0.18992,7.4367,0.52959
33132,215.2309091,53.0375102,27.3712,0,0.76,0,1.001,-99.0,-99,-99,1.001,1.09,4.88,0.35,5.65,-99.0,7.8808,0.290181,7.78711,0.099171,7.5906,8.17096,7.88156,7.78,7.8393,7.89131,7.63,7.74913,7.73,7.47443,7.48638,7.62622,7.57176,7.47443,7.97127,0.25781,7.79655,0.09244
33136,214.8062711,52.7370609,27.0335,0,0.12,0,3.106,-99.0,-99,-99,3.106,0.81,3.77,0.26,4.44,-99.0,8.2337,0.368417,8.60641,0.367809,8.311,8.5994,7.868,8.66,9.1816,8.47582,8.814,8.19997,7.54,8.15411,8.21157,8.35967,8.27094,8.15411,8.37231,0.32127,8.67703,0.42041
33137,215.0431815,52.9053962,27.3381,4,0.66,0,1.965,-99.0,-99,-99,1.965,1.22,5.72,0.5,8.53,-99.0,8.5297,0.60176,8.66772,0.094469,7.5635,8.66812,8.52969,8.61,8.7457,8.53605,8.742,8.58974,7.6,7.49315,7.55174,7.706,7.58231,7.706,8.39995,0.38113,8.66306,0.09281
33139,214.8806311,52.7901535,26.9261,0,0.82,0,1.987,-99.0,-99,-99,1.987,1.02,4.76,0.36,5.65,-99.0,8.5341,0.181129,8.79079,0.179255,8.3654,8.64827,8.70286,8.78,8.8223,8.75929,9.177,8.75961,6.68,8.26794,8.31776,8.44809,8.34607,8.36553,8.56612,0.16898,8.79209,0.28301
33140,215.2272614,53.0350751,27.0996,0,0.79,0,1.125,-99.0,-99,-99,1.125,0.83,3.56,0.29,4.77,-99.0,7.3088,0.067507,7.25473,0.120971,7.3704,7.26105,7.24724,7.47,7.24,7.197,0.0,7.26947,6.06,7.26745,7.29185,7.4178,7.33385,7.26745,7.3132,0.06746,7.35461,0.14589
33142,215.2291813,53.0364787,27.1658,0,0.67,0,2.325,-99.0,-99,-99,2.325,0.93,3.1,0.33,3.78,-99.0,7.9099,0.15905,8.46149,0.379767,7.936,8.06826,7.75159,8.62,8.7797,8.30298,7.801,8.52768,8.63,7.7913,7.85084,7.98934,7.88194,7.93609,7.93817,0.15168,8.52204,0.25028
33146,214.8090169,52.7392465,26.756,0,0.69,0,2.525,-99.0,-99,-99,2.525,0.96,4.17,0.31,5.51,-99.0,8.4854,0.158192,8.6215,0.263667,8.2411,8.53731,8.48544,8.6,9.1208,8.5061,8.643,8.46404,8.33,8.10434,8.2147,8.30295,8.20488,8.2147,8.41398,0.14951,8.57992,0.49432
33147,214.9868462,52.8657262,27.4743,0,0.46,0,1.606,-99.0,-99,-99,1.606,0.96,4.39,0.32,5.57,-99.0,7.8167,0.043782,7.96639,0.184725,7.774,7.83372,7.85932,8.01,7.7292,7.94359,8.242,7.92279,7.7,7.65037,7.70735,7.83742,7.73475,7.7741,7.81875,0.04342,8.05726,0.22299
33148,214.8964626,52.8015581,27.1619,0,0.1,0,1.12,-99.0,-99,-99,1.12,1.09,4.9,0.37,5.65,-99.0,8.223,0.289096,8.2195,0.308257,7.9507,8.49539,8.39093,8.35,8.3772,7.62356,8.251,8.188,5.24,7.80663,7.84984,7.98773,7.89505,7.95077,8.39093,0.24791,8.27651,0.20338
33151,214.983185,52.863156,26.874,0,0.03,0,2.295,-99.0,-99,-99,2.295,0.86,3.0,0.29,3.68,-99.0,8.235,0.085379,8.44765,0.10517,8.1527,8.31718,8.27485,8.6,8.4463,8.32408,8.449,8.36849,8.13,8.02044,8.08358,8.1968,8.11359,8.1968,8.2427,0.0835,8.40914,0.11192
33152,214.9649411,52.8502602,27.0774,0,0.79,0,1.187,-99.0,-99,-99,1.187,1.06,4.96,0.41,5.68,-99.0,8.5842,0.269512,8.59954,0.122386,8.1435,8.6327,8.58422,8.72,8.4496,8.58467,8.707,8.49209,8.12,8.00993,8.08515,8.20167,8.10873,8.20167,8.45363,0.17652,8.60551,0.12017
33155,214.9370423,52.8305446,27.0053,0,0.1,0,2.763,-99.0,-99,-99,2.763,0.9,3.57,0.29,4.18,-99.0,8.352,0.058993,8.46972,0.152635,8.2934,8.4114,8.3516,8.57,8.2229,8.57357,8.524,8.36944,8.4,8.15958,8.19911,8.31784,8.24562,8.29352,8.3564,0.0587,8.4812,0.13115
33157,214.809042,52.7394082,26.4199,0,0.23,0,2.256,-99.0,-99,-99,2.256,0.84,3.35,0.26,4.69,-99.0,8.2879,0.762382,9.00614,0.11234,8.2879,8.83267,7.32695,9.01,9.0674,8.93717,9.115,8.82972,9.37,8.14456,8.15941,8.31758,8.26642,8.14456,8.28786,0.76486,8.99537,0.10835
33159,214.8708727,52.7835591,26.5846,0,0.02,0,2.583,-99.0,-99,-99,2.583,0.86,2.95,0.33,3.51,-99.0,8.4687,0.305884,8.834,0.220243,8.1999,8.80648,8.43425,8.73,8.938,8.65254,9.182,8.69781,8.16,8.0349,8.11546,8.25548,8.13626,8.25548,8.43425,0.27399,8.8343,0.27725
33164,215.1733051,52.997595,27.3254,0,0.6,0,2.478,-99.0,-99,-99,2.478,0.8,3.29,0.3,4.05,-99.0,7.9699,0.034157,8.0092,0.109657,8.0019,7.99069,7.93792,8.0,8.1011,7.90347,8.194,8.01841,8.56,7.88784,7.91625,8.02586,7.96676,8.00198,7.98099,0.03246,8.06172,0.12098
33165,215.1763757,52.9997784,26.8117,0,0.46,0,1.527,-99.0,-99,-99,1.527,0.96,4.75,0.35,5.7,-99.0,8.6051,0.256563,8.665,0.129887,8.2662,8.7594,8.63538,8.63,8.3893,8.63306,8.7,8.70883,8.31,8.09153,8.15238,8.30707,8.19394,8.30707,8.57934,0.22578,8.63153,0.10877
33167,214.9554058,52.8437406,26.5488,0,0.1,0,0.806,-99.0,-99,-99,0.806,0.92,4.78,0.28,5.65,-99.0,7.6916,0.352092,7.76472,0.392668,7.3689,8.01443,7.9352,7.77,7.7489,7.02857,8.006,7.95499,4.36,7.236,7.28317,7.39813,7.32569,7.36894,7.80195,0.19296,7.75958,0.26421
33168,214.847393,52.7669334,26.8393,0,0.52,0,1.39,-99.0,-99,-99,1.39,0.87,3.52,0.31,5.52,-99.0,8.0986,0.31873,8.353,0.096137,7.798,8.39921,8.28217,8.46,8.4575,8.31723,8.246,8.30842,8.87,7.64107,7.73953,7.8716,7.76085,7.79812,8.24089,0.26616,8.37784,0.09671
33170,214.8187021,52.7464579,26.571,0,0.72,0,1.418,-99.0,-99,-99,1.418,0.82,2.48,0.39,2.89,-99.0,7.3632,0.278873,7.88488,0.255663,7.5855,7.61076,7.11561,7.89,7.8056,7.95391,8.384,7.7294,7.41,7.43886,7.46297,7.60863,7.53858,7.58561,7.59197,0.20449,7.92313,0.41772
33173,214.8568318,52.7737228,26.6348,0,0.09,0,0.73,-99.0,-99,-99,0.73,0.78,4.58,0.3,5.54,-99.0,7.8107,0.40065,7.60255,0.579617,7.5,8.2998,7.94305,7.84,8.0929,7.42553,6.603,7.77956,8.44,7.37867,7.43626,7.5507,7.46913,7.50014,7.94305,0.32113,7.8057,0.31051
33174,214.9279216,52.8243033,27.2667,0,0.97,0,3.734,-99.0,-99,-99,3.734,1.07,4.94,0.38,5.65,-99.0,8.3724,0.548591,8.67828,0.284327,9.0777,8.10281,8.15442,8.91,8.5789,8.36922,8.409,8.98734,9.42,8.93242,8.98727,9.09411,9.05416,8.93242,8.82045,0.40241,8.65449,0.24706
33177,214.7471931,52.6954598,26.4376,0,0.57,0,1.215,-99.0,-99,-99,1.215,0.75,2.67,0.3,3.14,-99.0,7.6081,0.336151,7.81805,0.180491,7.6303,7.60064,7.03383,7.9,7.7361,7.85089,7.944,7.49333,5.53,7.49311,7.53506,7.65502,7.58709,7.63043,7.42733,0.28652,7.79728,0.14597
33178,215.069182,52.9244364,27.6313,0,0.76,0,1.603,-99.0,-99,-99,1.603,1.28,6.65,0.41,8.67,-99.0,7.7216,0.473791,8.2393,0.339851,7.3373,8.14022,7.30298,8.23,8.2486,8.2284,8.957,8.11704,7.26,7.29007,7.31704,7.4155,7.31743,7.33737,7.89817,0.37152,8.23901,0.81634
33179,214.7670897,52.7097268,27.0947,0,0.85,0,1.777,-99.0,-99,-99,1.777,0.97,4.42,0.31,5.58,-99.0,8.0435,0.265112,7.88326,0.377373,7.7981,8.21723,8.28892,8.25,7.9431,7.45102,8.381,7.73814,6.53,7.61263,7.63417,7.80077,7.68164,7.7982,8.10944,0.18194,8.06548,0.40436
33182,215.1153779,52.9570546,27.0986,0,0.82,0,2.324,-99.0,-99,-99,2.324,1.04,4.66,0.33,5.64,-99.0,8.4606,0.250342,8.67424,0.014463,8.2456,8.64353,8.70765,8.68,8.6574,8.6909,0.0,8.66849,6.58,8.13461,8.14438,8.27984,8.22013,8.24566,8.53537,0.19541,8.67428,0.01446
33183,214.7363608,52.6877715,26.711,0,0.73,0,2.545,-99.0,-99,-99,2.545,0.87,3.69,0.27,4.61,-99.0,8.5759,0.084482,8.671,0.493554,8.4976,8.666,8.57008,8.78,8.6456,8.44855,9.679,8.56201,7.55,8.37061,8.44236,8.52904,8.45513,8.49769,8.5899,0.08095,8.70158,0.49355
33186,215.2750823,53.069285,26.3465,0,0.63,0,2.292,-99.0,-99,-99,2.292,1.35,2.55,0.86,2.86,-99.0,7.6677,0.635711,8.38273,0.110526,8.0431,8.26527,7.07004,8.45,8.5551,8.27944,8.428,8.31547,8.24,7.87234,7.91725,8.0765,7.99933,8.04319,7.9911,0.36061,8.43878,0.10882
33187,215.1918858,53.0110017,27.0526,0,0.75,0,1.76,-99.0,-99,-99,1.76,1.01,4.81,0.35,5.7,-99.0,8.291,0.092281,8.45231,0.174799,8.1996,8.38247,8.31239,8.54,8.3972,8.33203,8.711,8.2788,8.09,8.06473,8.08571,8.23129,8.17327,8.19967,8.30058,0.09039,8.42875,0.2026
33188,214.9789173,52.8607415,26.8165,0,0.35,0,2.391,-99.0,-99,-99,2.391,0.73,3.03,0.25,3.52,-99.0,8.0722,0.239028,8.0105,0.163821,8.1763,8.17539,7.76185,8.21,7.9394,8.14176,7.811,7.93632,8.32,8.057,8.09053,8.19741,8.1423,8.17644,8.01609,0.15417,8.05108,0.1575
33191,214.7722564,52.713607,26.6708,0,0.63,0,1.096,-99.0,-99,-99,1.096,0.89,4.02,0.28,5.4,-99.0,8.0899,0.310358,8.08075,0.14272,7.7796,8.4001,8.10415,7.92,8.0429,8.1186,8.303,8.02263,6.68,7.65819,7.70214,7.81076,7.73141,7.7797,8.04287,0.38144,8.05834,0.16555
33193,215.0054348,52.8795813,26.8575,0,0.65,0,1.26,-99.0,-99,-99,1.26,0.8,3.08,0.27,3.6,-99.0,7.33,0.348058,7.48942,0.241455,7.5816,7.64625,7.01368,7.56,7.4682,7.31513,7.943,7.41885,7.62,7.45029,7.49063,7.6098,7.54301,7.45029,7.4362,0.24019,7.51652,0.37813
33194,214.9935085,52.8711256,27.2018,0,0.78,0,2.748,-99.0,-99,-99,2.748,0.97,4.23,0.32,5.45,-99.0,8.175,0.083661,8.45833,0.206008,8.105,8.24824,8.10175,8.36,8.688,8.22866,8.587,8.24721,8.76,7.97757,8.01653,8.2005,8.06816,8.10508,8.18114,0.08302,8.48816,0.21737
33197,214.7494997,52.6974073,26.1746,0,0.15,0,2.626,-99.0,-99,-99,2.626,0.98,4.11,0.31,5.35,-99.0,9.2433,0.170038,8.98183,0.245687,9.036,9.24327,9.3731,9.2,8.9265,8.76365,9.362,8.88613,8.41,8.92625,8.98054,9.10028,9.01824,9.03609,9.23646,0.14546,9.03447,0.26037
33199,215.0494789,52.9107904,27.5313,4,0.87,0,1.75,-99.0,-99,-99,1.75,1.05,4.9,0.4,5.65,-99.0,8.2188,0.174985,8.3247,0.12987,8.2188,8.28105,7.95168,8.49,8.1931,8.42439,8.225,8.26961,8.04,8.10382,8.15641,8.23902,8.1747,8.21891,8.21881,0.13861,8.35386,0.13792
33200,214.9433053,52.8355848,27.2074,0,0.58,0,1.75,-99.0,-99,-99,1.75,1.04,3.63,0.34,4.46,-99.0,8.3194,0.413265,7.97155,0.38769,8.0606,7.93414,8.70475,8.07,7.8731,8.72746,0.0,7.9638,7.85,7.96563,7.99251,8.07854,8.03833,8.06074,8.47175,0.34442,8.02014,0.91338
33201,214.8955202,52.8016668,26.858,0,0.11,0,2.075,-99.0,-99,-99,2.075,1.0,3.24,0.36,4.43,-99.0,8.5325,0.41964,8.95011,0.096701,8.1598,8.86656,8.90515,8.83,8.959,8.92788,9.1,8.95677,7.37,8.04211,8.0709,8.21396,8.11885,8.04211,8.78161,0.26034,8.95677,0.10488
33202,214.8742766,52.786555,26.1001,0,0.37,0,1.661,-99.0,-99,-99,1.661,1.89,3.01,1.19,3.37,-99.0,9.0046,0.27385,9.1438,0.09805,8.7343,9.08079,9.27485,9.16,9.2196,9.22246,9.068,8.99883,9.18,8.63362,8.69716,8.78142,8.72183,8.73438,9.08374,0.24007,9.15206,0.09124
33208,215.1801327,53.0029842,27.0423,0,0.42,0,1.507,-99.0,-99,-99,1.507,0.77,2.89,0.32,3.63,-99.0,7.3171,0.275612,7.5885,0.115885,7.5698,7.12655,7.06446,7.76,7.5885,7.51242,7.47,7.50684,7.71,7.42549,7.46345,7.59969,7.5203,7.42549,7.38685,0.2541,7.61436,0.13913
33209,215.2343454,53.0410386,26.1273,0,0.12,0,1.822,-99.0,-99,-99,1.822,1.18,2.57,0.36,3.24,-99.0,8.0091,0.531554,8.67239,0.158676,8.3921,8.4924,7.52569,8.67,8.717,8.63256,8.946,8.51415,9.51,8.27024,8.31797,8.46012,8.35719,8.46012,8.39213,0.36612,8.67,0.19543
33211,214.9955464,52.8728009,26.7418,0,0.42,0,1.835,-99.0,-99,-99,1.835,0.98,2.54,0.4,3.04,-99.0,8.1001,0.150842,8.26207,0.11893,7.9566,8.2437,8.01995,8.46,8.2353,8.14051,8.32,8.2465,8.05,7.83538,7.87399,7.98526,7.91903,7.95668,7.98942,0.14454,8.2848,0.12854
33213,214.9260405,52.8235102,27.2049,0,0.69,0,1.9,-99.0,-99,-99,1.9,0.9,3.25,0.32,4.05,-99.0,7.5414,0.800077,8.46334,0.158703,7.7303,8.33402,6.74881,8.45,8.4569,8.47669,8.803,8.42045,7.87,7.59882,7.61354,7.73901,7.67039,7.59882,7.91499,0.432,8.47182,0.23993
33214,214.9088806,52.8113324,26.1485,0,0.41,0,1.716,-99.0,-99,-99,1.716,0.75,2.8,0.24,3.37,-99.0,8.2616,0.097562,7.91863,0.383568,8.1657,8.35756,8.2307,8.36,8.0594,7.82937,7.314,7.95638,8.35,8.05605,8.09831,8.19845,8.12927,8.16584,8.25192,0.0971,8.01093,0.37109
