ID,RAdeg,DECdeg,Hmag,PhotFlag,Class_star,AGNflag,zphot,zspec,q_zspec,r_zspec,zbest,zphot_l68,zphot_u68,zphot_l95,zphot_u95,zAGN,M_neb_med,s_neb_med,M_med,s_med,M_14a_cons,M_11a_tau,M_6a_tau^NEB,M_13a_tau,M_12a_tau,M_6a_tau,M_2a_tau,M_15a,M_10c,M_14a_lin,M_14a_deltau,M_14a_tau,M_14a_inctau,M_14a,M_neb_med_lin,s_neb_med_lin,M_med_lin,s_med_lin
1,215.3011004,53.0512055,23.3089,2,0.35,0,1.7,-99.0,-99,-99,1.7,1.5,2.44,1.28,3.32,-99.0,10.1377,0.235145,10.0146,0.106067,10.3023,9.8385,10.1377,10.16,9.9478,10.0813,9.894,9.99454,10.18,10.2963,10.0967,10.0875,10.2755,10.0967,10.1296,0.21218,10.0197,0.10754
7,215.3010327,53.0513898,23.6162,2,0.37,0,1.611,-99.0,-99,-99,1.611,1.26,1.46,0.59,1.6,-99.0,9.7653,0.126336,9.68191,0.070578,9.7653,9.55053,9.7732,9.71,9.6374,9.77364,9.7,9.59018,10.15,9.69075,9.624,9.65731,9.74326,9.624,9.67598,0.12308,9.69153,0.06937
14,215.2999904,53.0513432,25.0789,2,0.36,0,0.569,-99.0,-99,-99,0.569,0.55,2.2,0.26,2.84,-99.0,8.0029,0.692099,8.5075,0.448474,7.9872,8.71047,7.32675,8.76,8.5785,7.63629,8.255,8.60959,8.28,7.89575,8.04554,8.1218,7.9232,7.98734,7.98724,0.43052,8.4462,0.2625
16,215.2994926,53.0513041,24.456,2,0.36,0,1.673,-99.0,-99,-99,1.673,1.28,2.67,0.87,3.0,-99.0,9.597,0.17686,9.43406,0.089857,9.4405,9.75363,9.73949,9.41,9.4533,9.61416,9.397,9.41482,9.37,9.3946,9.41102,9.42097,9.4042,9.4406,9.74307,0.16821,9.43449,0.10876
18,215.2937411,53.0473881,24.0394,2,0.0,0,1.987,-99.0,-99,-99,1.987,1.96,2.81,1.63,2.95,-99.0,9.7695,0.275436,9.40072,0.383781,9.7695,9.40269,9.94201,9.43,9.3147,9.34694,10.235,9.45449,10.09,9.74647,9.73609,9.78547,9.7668,9.76967,9.76954,0.23987,9.45449,0.38378
19,215.240622,53.0098983,23.0267,2,0.02,0,1.762,-99.0,-99,-99,1.762,1.68,1.9,1.57,2.01,-99.0,10.4289,0.070138,10.4175,0.233476,10.3607,10.497,10.4576,10.49,10.3184,10.4496,10.898,10.345,10.21,10.2926,10.4252,10.3553,10.3477,10.3553,10.4342,0.06901,10.4235,0.35759
20,215.3030923,53.0542609,25.897,2,0.04,0,1.707,-99.0,-99,-99,1.707,1.57,1.75,1.03,1.78,-99.0,8.1521,0.390209,8.4506,0.389371,8.4282,8.5083,7.79595,8.6,8.4506,8.57726,7.692,8.58198,8.51,8.32314,8.31741,8.4259,8.39906,8.32314,8.28425,0.30932,8.52124,0.19249
21,215.298784,53.0513352,25.5622,2,0.37,0,1.869,-99.0,-99,-99,1.869,0.95,2.56,0.26,3.06,-99.0,8.5923,0.523932,8.75027,0.27851,8.5923,8.69483,7.74044,8.76,8.6985,8.74702,9.325,8.63961,8.81,8.4791,8.49417,8.59206,8.53712,8.4791,8.5226,0.36318,8.7503,0.54837
23,215.2636177,53.0267643,25.5507,2,0.0,0,1.856,-99.0,-99,-99,1.856,1.03,2.58,0.3,3.03,-99.0,8.8712,0.029793,8.94217,0.10281,8.8451,8.84647,8.89735,9.01,8.7377,8.92634,8.958,8.90116,8.8,8.75358,8.78658,8.84196,8.78802,8.84196,8.87199,0.02978,8.94246,0.09774
31,215.2589268,53.0241244,26.2623,2,0.0,0,2.817,-99.0,-99,-99,2.817,1.98,3.89,1.26,4.51,-99.0,9.8476,0.20118,9.87836,0.35511,9.6029,9.98624,9.90059,10.0,9.823,9.97354,9.153,9.93373,9.76,9.49006,9.53406,9.61762,9.54483,9.60307,9.83557,0.1846,9.89347,0.18795
40,215.283006,53.0413694,24.809,2,0.2,0,2.362,-99.0,-99,-99,2.362,1.56,2.63,1.27,2.9,-99.0,9.67,0.087488,9.68699,0.206866,9.584,9.66863,9.75891,9.77,9.6338,9.68699,10.072,9.52555,9.47,9.48285,9.59086,9.60815,9.51973,9.60815,9.68019,0.08656,9.70722,0.28538
41,215.2816686,53.0406537,26.2306,2,0.47,0,1.307,-99.0,-99,-99,1.307,0.98,2.25,0.41,2.64,-99.0,7.756,0.044722,7.97196,0.527502,7.7394,7.71231,7.79969,8.03,7.8631,8.05308,9.124,7.89085,7.87,7.63604,7.6389,7.7417,7.71339,7.63604,7.73281,0.04578,7.9795,0.5275
42,215.2900318,53.0463598,24.8834,2,0.0,0,2.114,-99.0,-99,-99,2.114,1.29,2.53,0.25,2.81,-99.0,8.2034,0.406237,8.97146,0.351747,8.6084,8.15018,7.79831,9.07,8.8072,8.87291,9.313,8.36414,8.89,8.50086,8.50976,8.62815,8.58368,8.50086,8.36994,0.55246,8.86016,0.33171
45,215.2220853,52.9989574,24.8722,2,0.07,0,1.899,-99.0,-99,-99,1.899,1.51,2.43,1.18,2.65,-99.0,9.3324,0.131618,9.28,0.157487,9.2047,9.46017,9.27761,9.28,9.0965,9.34986,9.436,9.0762,9.02,9.19274,9.18818,9.17415,9.18875,9.17415,9.35094,0.14113,9.28621,0.14527
56,215.2987841,53.0531754,25.0407,2,0.0,0,1.683,-99.0,-99,-99,1.683,1.37,2.13,1.08,2.45,-99.0,8.9532,0.058652,8.97789,0.171473,8.9532,9.0137,8.89642,9.04,8.7706,8.92221,9.229,8.90937,8.82,8.8863,8.92552,8.94549,8.90662,8.94549,8.95611,0.05838,8.97958,0.1934
61,215.2036857,52.986756,26.1566,2,0.36,0,2.3,-99.0,-99,-99,2.3,1.25,2.65,0.36,2.93,-99.0,8.4632,0.098294,8.53909,0.15976,8.3862,8.55083,8.37548,8.86,8.5321,8.46716,8.592,8.48618,8.37,8.28006,8.29756,8.39241,8.33452,8.38629,8.47195,0.09748,8.55282,0.21284
63,215.2394226,53.0118693,25.6125,2,0.21,0,1.762,-99.0,-99,-99,1.762,1.33,2.36,0.86,2.64,-99.0,8.3564,0.067093,8.5,0.344021,8.2899,8.42288,8.37162,8.5,8.2886,8.53161,9.123,8.27784,7.83,8.1793,8.20497,8.2871,8.24853,8.28996,8.39801,0.06626,8.51609,0.65001
64,215.3006264,53.0547743,25.5097,2,0.18,0,1.51,-99.0,-99,-99,1.51,1.0,2.23,0.57,2.65,-99.0,8.0855,0.655326,8.69085,0.195474,8.4772,8.70053,7.47041,8.75,8.4329,8.73934,8.97,8.6317,8.52,8.33934,8.39354,8.50629,8.41026,8.47732,8.42434,0.38737,8.73934,0.20367
65,215.1917494,52.9780949,23.5921,2,0.02,0,1.863,-99.0,-99,-99,1.863,1.48,1.91,1.36,2.05,-99.0,9.9927,0.043604,9.9956,0.105558,9.9618,9.98183,10.0453,10.08,9.8249,10.0622,9.929,9.93375,9.82,9.89826,9.97761,9.96406,9.94669,9.96406,9.99386,0.04372,9.98606,0.10465
73,215.2215108,52.9996045,24.7413,3,0.36,0,4.178,-99.0,-99,-99,4.178,0.57,1.83,0.36,2.18,-99.0,9.3302,0.577459,9.3153,0.67377,9.5057,9.89871,8.7617,9.37,9.2606,8.89176,10.655,9.30576,7.14,9.34588,9.41145,9.49063,9.46587,9.34588,9.50566,0.38028,9.32902,0.67377
77,215.2006686,52.9851326,25.7435,2,0.66,0,1.182,-99.0,-99,-99,1.182,1.17,2.2,0.72,2.59,-99.0,7.2969,0.340999,7.7103,0.292221,7.636,7.36009,6.95789,7.74,7.7004,7.52453,8.237,7.5239,7.33,7.5143,7.52876,7.63465,7.59534,7.63608,7.38984,0.28534,7.73043,0.57727
78,215.1849723,52.9741149,25.934,2,0.05,0,1.763,-99.0,-99,-99,1.763,1.11,2.38,0.59,2.71,-99.0,8.5493,0.169709,8.60826,0.063174,8.3974,8.70122,8.68043,8.61,8.6076,8.68699,8.509,8.60544,8.35,8.30807,8.34099,8.40197,8.36197,8.39754,8.57536,0.16131,8.60766,0.06209
82,215.25584,53.0239987,24.8923,2,0.0,0,2.178,-99.0,-99,-99,2.178,1.49,2.61,1.17,2.94,-99.0,9.6058,0.216537,9.62283,0.169131,9.3924,9.81924,9.66922,9.67,9.5936,9.54008,9.968,9.61385,9.5,9.27617,9.31765,9.42787,9.33706,9.39252,9.65627,0.25131,9.63348,0.22841
83,215.2862129,53.0452937,26.1044,0,0.57,0,2.36,-99.0,-99,-99,2.36,1.37,2.77,0.66,3.14,-99.0,8.6198,0.036114,8.95691,0.277061,8.6159,8.65585,8.58377,8.83,8.6776,8.65447,9.29,8.62382,8.73,8.4956,8.56444,8.6417,8.5611,8.6417,8.61588,0.03609,8.74508,0.50344
87,215.2215829,53.000039,24.1516,3,0.38,0,4.425,-99.0,-99,-99,4.425,1.35,1.8,1.14,1.97,-99.0,9.4999,0.590333,9.58615,0.325679,9.653,10.0836,8.91624,9.46,9.6648,9.19089,10.076,9.50751,10.13,9.54487,9.54639,9.63416,9.62183,9.54487,9.81115,0.45624,9.59324,0.47481
88,215.2837434,53.0436194,25.1537,0,0.0,0,1.755,-99.0,-99,-99,1.755,1.47,2.19,1.22,2.44,-99.0,8.9406,0.032573,8.94554,0.106873,8.9086,8.97259,8.93003,9.08,8.8895,8.94265,9.026,8.81109,8.7,8.81833,8.91027,8.92317,8.8741,8.92317,8.94177,0.03353,8.96309,0.10449
93,215.2771559,53.0392624,25.3834,2,0.08,0,2.02,-99.0,-99,-99,2.02,1.61,2.37,1.33,2.66,-99.0,8.9552,0.279082,9.06,0.15183,8.6762,9.23428,8.94665,9.06,9.0728,9.03981,9.362,8.96732,9.11,8.52496,8.65247,8.73169,8.59901,8.67632,9.03932,0.25075,9.06,0.20849
94,215.2056918,52.9892179,26.4895,2,0.35,0,0.586,-99.0,-99,-99,0.586,0.71,3.59,0.22,4.34,-99.0,6.8287,0.323681,7.35723,0.157459,7.1523,6.83678,6.50501,7.42,7.263,7.29447,7.652,7.32385,7.3,7.04678,7.08656,7.19314,7.11084,7.04678,6.77453,0.27963,7.36821,0.20064
104,215.2185518,52.9985099,26.0976,2,0.37,0,2.338,-99.0,-99,-99,2.338,1.13,2.75,0.37,3.17,-99.0,8.6315,0.159586,8.87906,0.28087,8.4806,8.78252,8.72107,8.89,8.8996,8.82705,9.473,8.79399,7.1,8.3416,8.3971,8.52314,8.41799,8.48066,8.65727,0.1505,8.86484,0.58221
109,215.2482417,53.019445,25.524,0,0.48,0,1.632,-99.0,-99,-99,1.632,1.36,2.11,0.98,2.51,-99.0,8.7175,0.041418,8.80472,0.07368,8.7221,8.78303,8.70398,8.82,8.9089,8.72099,8.769,8.75063,9.41,8.63684,8.72787,8.75119,8.68617,8.72787,8.72207,0.04152,8.78006,0.07913
111,215.240032,53.0138578,25.1086,2,0.1,0,1.687,-99.0,-99,-99,1.687,1.27,2.19,0.96,2.59,-99.0,8.8587,0.044666,8.94549,0.143081,8.8177,8.8281,8.89971,9.01,8.7683,8.91121,9.148,8.88098,8.74,8.71106,8.83197,8.8605,8.76869,8.8605,8.86062,0.04473,8.95689,0.15064
112,215.2636125,53.0301811,23.8226,2,0.0,0,2.322,-99.0,-99,-99,2.322,0.64,2.3,0.58,2.38,-99.0,9.5895,0.086543,9.73394,0.142108,9.5895,9.6893,9.51693,9.84,9.5649,9.62788,9.904,9.70284,9.66,9.48581,9.76845,9.7344,9.54869,9.7344,9.61161,0.08598,9.74676,0.14637
115,215.1835987,52.9745618,25.1379,2,0.01,0,1.839,-99.0,-99,-99,1.839,1.21,2.16,0.9,2.49,-99.0,9.1066,0.088071,9.15025,0.115659,9.0201,9.19319,9.13481,9.16,9.0991,9.14051,9.369,9.08106,9.18,8.92122,8.99479,9.03887,8.97129,9.03887,9.12512,0.08621,9.15521,0.14274
121,215.2857798,53.0463625,25.961,0,0.08,0,1.425,-99.0,-99,-99,1.425,0.98,2.62,0.37,3.08,-99.0,8.5018,0.300749,8.61702,0.564758,8.2407,8.7603,8.7629,8.87,8.6139,8.64048,7.446,8.62015,7.25,8.10586,8.14586,8.26495,8.18716,8.2408,8.57597,0.17571,8.62892,0.28592
123,215.296546,53.053952,25.3587,0,0.03,0,1.325,-99.0,-99,-99,1.325,0.99,2.06,0.6,2.51,-99.0,8.171,0.53315,8.59006,0.159756,8.3445,8.49152,7.50338,8.57,8.3885,8.61013,8.81,8.47032,8.07,8.215,8.25044,8.37213,8.28814,8.3446,8.23297,0.31481,8.61013,0.18114
125,215.2195455,52.9994856,23.7312,2,0.03,0,2.027,-99.0,-99,-99,2.027,2.05,2.46,1.42,2.58,-99.0,9.0706,0.260567,9.31362,0.190923,9.0706,9.43257,8.92691,9.54,9.1439,9.14051,9.425,9.48333,8.64,9.04074,9.05142,9.09867,9.06771,9.0707,9.24952,0.22218,9.38514,0.17159
127,215.2418353,53.0157183,25.8139,2,0.08,0,2.3,-99.0,-99,-99,2.3,1.4,2.67,1.01,2.99,-99.0,8.5189,0.177053,8.73645,0.088488,8.5189,8.68299,8.32919,8.85,8.6229,8.71425,8.78,8.67797,8.15,8.37556,8.43081,8.53378,8.45117,8.53378,8.43433,0.19422,8.75113,0.08755
130,215.2767764,53.0396224,24.4057,2,0.0,0,2.0,-99.0,-99,-99,2.0,1.5,2.07,1.28,2.33,-99.0,9.3968,0.028859,9.54519,0.238279,9.4256,9.36799,9.3995,9.66,9.2798,9.50078,9.876,9.36496,9.37,9.27409,9.48906,9.46153,9.36338,9.46153,9.39776,0.02879,9.62533,0.21536
132,215.1902067,52.9795971,21.7387,2,0.45,0,1.745,-99.0,-99,-99,1.745,2.63,2.91,2.4,3.13,-99.0,10.2961,0.208094,10.2873,0.246797,10.5016,10.0905,10.24,10.32,10.4648,10.2545,9.862,10.4611,10.26,10.4077,-99.0,10.5791,10.4919,-99.0,10.24,0.19865,10.2885,0.19463
134,215.1286448,52.936221,25.1962,2,0.11,0,1.28,-99.0,-99,-99,1.28,1.1,2.05,0.8,2.41,-99.0,9.2018,0.331282,9.16485,0.15823,8.6322,9.21385,9.19783,9.21,8.8858,9.15806,9.312,9.17164,8.88,8.51041,8.56857,8.66706,8.5756,8.63232,9.19783,0.28631,9.17827,0.13724
135,215.2418812,53.015884,25.5658,2,0.05,0,2.186,-99.0,-99,-99,2.186,1.5,2.55,1.17,2.84,-99.0,8.7355,0.113908,8.81398,0.1219,8.6342,8.82563,8.83689,8.99,8.8826,8.81398,8.74,8.67792,8.82,8.4966,8.56583,8.66329,8.58125,8.63432,8.74727,0.09285,8.81713,0.12066
137,215.2409276,53.0153023,26.3467,2,0.51,0,2.431,-99.0,-99,-99,2.431,1.43,2.89,0.75,3.3,-99.0,8.4849,0.108394,8.68833,0.27523,8.3266,8.48488,8.53403,8.77,8.6611,8.52388,9.188,8.5192,7.1,8.16697,8.27815,8.40071,8.24979,8.40071,8.44258,0.09986,8.66415,0.42247
138,215.2774879,53.0398984,23.0724,2,0.0,0,1.673,-99.0,-99,-99,1.673,1.48,1.91,1.35,2.01,-99.0,10.0234,0.096352,9.84517,0.05402,9.9042,10.0968,9.99581,9.9,9.789,9.85455,9.898,9.79369,9.96,9.82109,9.83889,9.85288,9.89353,9.85288,9.9524,0.09516,9.84804,0.0537
143,215.1814886,52.9732675,24.6515,2,0.0,0,2.35,-99.0,-99,-99,2.35,1.86,2.55,1.39,2.71,-99.0,9.2195,0.105059,9.36525,0.091532,9.1723,9.17504,9.35564,9.48,9.3475,9.22427,9.383,9.35472,9.39,9.06814,9.1474,9.17376,9.12486,9.17376,9.27359,0.13008,9.36561,0.09004
147,215.150747,52.9511811,22.8268,2,0.0,0,1.995,-99.0,-99,-99,1.995,2.02,2.15,1.96,2.2,-99.0,10.7802,0.06849,10.7439,0.266112,10.7008,10.8348,10.7926,10.88,10.8144,10.3214,11.027,10.8136,10.53,10.5955,10.7851,10.777,10.6846,10.7851,10.773,0.06746,10.814,0.19628
159,215.1498701,52.9512907,24.2874,2,0.0,0,1.554,-99.0,-99,-99,1.554,1.39,1.62,1.24,1.74,-99.0,9.2782,0.06796,9.3402,0.203282,9.2391,9.18208,9.31744,9.46,9.2204,9.27207,9.7,9.24077,9.04,9.11066,9.2783,9.27548,9.19774,9.2783,9.25501,0.07028,9.36408,0.198
162,215.2978023,53.0556029,26.1314,0,0.36,0,1.981,-99.0,-99,-99,1.981,0.81,2.58,0.3,2.95,-99.0,8.3097,0.216662,8.18407,0.241937,8.2516,8.47349,8.04021,8.53,8.2013,7.92485,7.96,8.13239,8.04,8.15407,8.1724,8.25548,8.2183,8.25174,8.30878,0.21598,8.0972,0.30589
167,215.2862688,53.0475825,25.9414,0,0.16,0,1.654,-99.0,-99,-99,1.654,1.19,2.48,0.7,2.86,-99.0,8.6899,0.186898,8.45553,0.266528,8.3997,8.75983,8.66661,8.62,8.4682,8.57426,7.956,8.3368,8.31,8.31189,8.37109,8.41113,8.36006,8.39984,8.61608,0.17318,8.40582,0.22142
169,215.1663504,52.9631098,23.8319,2,0.0,0,2.175,-99.0,-99,-99,2.175,2.07,2.42,1.84,2.56,-99.0,10.0289,0.096643,10.0529,0.071897,9.9539,9.94246,10.1153,10.1,9.9722,10.1335,10.058,9.97864,9.93,9.88002,9.92979,9.94048,9.92627,9.95403,10.0374,0.0959,10.058,0.07303
171,215.2414482,53.0160779,24.9552,0,0.0,0,2.255,-99.0,-99,-99,2.255,1.84,2.47,1.3,2.66,-99.0,8.5564,0.606157,9.25212,0.179569,9.0104,9.10301,8.00988,9.38,9.146,9.11959,9.512,9.12424,9.17,8.85355,8.98554,9.05333,8.94801,8.98554,9.01039,0.38975,9.27068,0.20137
174,215.2145863,52.9975706,26.1486,0,0.08,0,1.69,-99.0,-99,-99,1.69,1.23,2.52,0.74,2.9,-99.0,8.6109,0.23468,8.72482,0.28662,8.3939,8.76574,8.82789,8.86,8.667,8.79706,8.155,8.78263,7.93,8.30529,8.3786,8.41343,8.35254,8.41343,8.66299,0.21144,8.72865,0.18049
177,215.1710325,52.9670824,26.2233,2,0.09,0,1.834,-99.0,-99,-99,1.834,0.87,2.68,0.33,3.1,-99.0,8.1835,0.734364,8.30795,0.205588,8.1835,8.5558,7.13925,8.43,8.1859,8.10175,8.545,8.08983,7.92,8.07668,8.09961,8.18043,8.14008,8.07668,8.2711,0.40483,8.29618,0.22211
179,215.2590318,53.0273357,22.0831,2,0.0,0,1.601,-99.0,-99,-99,1.601,1.71,1.9,1.61,1.99,-99.0,10.779,0.11743,10.7751,0.150963,10.651,10.8844,10.7902,10.72,10.6078,10.8091,10.965,10.6062,10.57,-99.0,10.6265,10.5607,10.6377,-99.0,10.8399,0.11405,10.7194,0.16887
181,215.2403518,53.0157319,25.2027,0,0.03,0,1.82,-99.0,-99,-99,1.82,1.3,2.35,0.81,2.67,-99.0,8.8722,0.085209,8.87494,0.110589,8.8722,8.9713,8.80168,9.01,8.8109,8.73989,8.962,8.84731,8.8,8.7964,8.81251,8.87418,8.84313,8.87236,8.89472,0.0847,8.87922,0.10893
182,215.1111425,52.9250035,26.1835,2,0.34,0,2.2,-99.0,-99,-99,2.2,1.32,2.72,0.64,3.07,-99.0,9.0641,0.371863,9.11578,0.065496,8.4258,9.06414,9.07555,9.09,9.0358,9.12123,9.216,9.11032,8.75,8.30312,8.32874,8.43897,8.37687,8.42594,8.86231,0.19392,9.11581,0.06992
183,215.2814216,53.0442634,24.0336,0,0.02,0,1.788,-99.0,-99,-99,1.788,1.36,1.89,1.14,2.04,-99.0,9.5733,0.422713,10.0026,0.120919,9.951,9.90213,9.19562,10.08,9.9251,10.0026,10.203,9.90968,10.2,9.85162,9.99098,9.98981,9.93635,9.98981,9.72023,0.33128,10.043,0.13679
184,215.2583415,53.0284982,26.3459,0,0.37,0,6.974,-99.0,-99,-99,6.974,0.8,5.0,0.37,5.75,-99.0,9.0056,0.545189,8.94935,0.463253,9.5472,9.11393,8.46404,8.94,8.3418,8.87163,9.644,8.97741,9.17,9.35322,9.42809,9.57223,9.4624,9.54735,9.28065,0.37663,8.95911,0.8393
186,215.2764386,53.0398512,24.0297,0,0.0,0,1.947,-99.0,-99,-99,1.947,1.46,2.0,1.36,2.28,-99.0,9.4985,0.093724,9.71548,0.200475,9.5865,9.55413,9.41044,9.75,9.5173,9.62788,10.05,9.68096,9.54,9.46922,9.64559,9.63799,9.53818,9.63799,9.50735,0.08208,9.69322,0.27527
188,215.2503634,53.0229968,25.6353,0,0.35,0,1.603,-99.0,-99,-99,1.603,1.23,2.23,0.9,2.58,-99.0,8.4006,0.118742,8.52419,0.259772,8.2858,8.45284,8.51548,8.49,8.61,8.50678,9.015,8.3217,8.27,8.16884,8.25444,8.30681,8.24288,8.28588,8.37729,0.11446,8.55413,0.40128
191,215.1677305,52.9649181,24.9892,2,0.0,0,1.754,-99.0,-99,-99,1.754,1.19,1.98,0.87,2.2,-99.0,9.3721,0.092258,9.37548,0.17425,9.2857,9.42802,9.45849,9.42,9.145,9.36996,9.617,9.28423,9.09,9.18718,9.30883,9.32247,9.24642,9.30883,9.38061,0.09007,9.3957,0.18062
196,215.1983335,52.9866162,25.9459,2,0.05,0,1.75,-99.0,-99,-99,1.75,1.28,2.36,0.93,2.72,-99.0,8.5701,0.234306,8.78519,0.098188,8.2998,8.61102,8.75876,8.83,8.7248,8.78519,8.902,8.64532,8.06,8.15989,8.24579,8.33543,8.24323,8.33543,8.58727,0.21075,8.78289,0.09755
203,215.30345,53.060425,22.7109,2,0.01,0,1.669,-99.0,-99,-99,1.669,1.69,1.97,1.52,2.0,-99.0,10.0549,0.119419,9.99547,0.05642,9.8741,10.0549,10.0997,10.0,9.9819,10.098,0.0,9.97827,10.07,9.86586,9.86938,9.84927,9.87316,9.86586,10.0014,0.10803,9.99104,0.06212
208,215.2716826,53.0383026,25.6562,0,0.35,0,1.533,-99.0,-99,-99,1.533,1.4,2.29,1.09,2.67,-99.0,8.5566,0.291192,8.67198,0.409321,8.2916,8.76577,8.82158,8.68,8.9447,8.69099,7.867,8.66396,8.37,8.15394,8.24054,8.34755,8.23459,8.29174,8.70438,0.25282,8.67855,0.25988
212,215.1809797,52.9744905,24.7368,2,0.0,0,1.758,-99.0,-99,-99,1.758,1.54,2.02,1.35,2.22,-99.0,8.8862,0.065753,8.8592,0.185254,8.8084,8.93913,8.88615,9.01,8.8592,8.78668,8.53,8.94071,8.93,8.74055,8.76,8.81221,8.78849,8.80852,8.87867,0.06502,8.87049,0.16966
213,215.2969684,53.0560756,26.9284,0,0.37,0,1.729,-99.0,-99,-99,1.729,0.91,2.41,0.41,2.79,-99.0,7.8133,0.022582,7.91855,0.185026,7.8034,7.82321,7.8485,7.97,7.8671,7.96788,8.295,7.82246,7.59,7.71521,7.72146,7.80424,7.77831,7.80355,7.82656,0.02267,7.92159,0.24783
215,215.279808,53.044133,25.9374,0,0.36,0,1.683,-99.0,-99,-99,1.683,1.18,2.31,0.81,2.67,-99.0,8.5962,0.097198,8.61016,0.140364,8.5065,8.68592,8.66096,8.63,8.6004,8.58024,8.88,8.51362,8.59,8.41426,8.48983,8.52309,8.46759,8.52309,8.6054,0.09647,8.61545,0.18954
218,215.2437305,53.0179714,24.0743,0,0.0,0,1.655,-99.0,-99,-99,1.655,1.7,2.02,1.53,2.14,-99.0,9.1061,0.064307,9.15074,0.102633,9.0232,9.13678,9.13226,9.15,9.1383,9.16465,9.379,9.14891,9.07,8.90332,9.05885,9.06254,9.00808,9.06254,9.08369,0.06022,9.15739,0.13282
219,215.2895039,53.0509459,26.0717,0,0.04,0,1.595,-99.0,-99,-99,1.595,1.15,2.06,0.81,2.52,-99.0,8.5144,0.130596,8.63581,0.039173,8.5192,8.64495,8.38382,8.7,8.6214,8.61162,8.66,8.60858,8.23,8.42859,8.46303,8.52939,8.48114,8.51927,8.53372,0.12704,8.63505,0.04079
220,215.2619013,53.0315846,24.7296,0,0.01,0,1.475,-99.0,-99,-99,1.475,1.21,1.56,0.9,1.78,-99.0,8.9726,0.025726,9.08463,0.213624,8.9472,8.97971,8.998,9.19,8.8959,9.02612,9.436,8.97926,8.98,8.79049,9.04525,9.03522,8.88552,9.03522,8.97971,0.02526,9.06738,0.27315
228,215.2447719,53.0196852,25.1038,0,0.07,0,1.457,-99.0,-99,-99,1.457,0.9,2.28,0.29,2.74,-99.0,8.8707,0.138938,8.7419,0.161987,8.6552,8.87066,8.91487,8.91,8.6845,8.90633,8.525,8.7419,8.76,8.52583,8.58989,8.69056,8.59979,8.65529,8.80416,0.13276,8.75883,0.1404
230,215.2667809,53.0351601,21.4878,2,0.36,0,4.202,-99.0,-99,-99,4.202,0.91,1.33,0.77,1.57,-99.0,10.4489,0.615535,10.5038,0.291069,10.6276,11.0557,9.84205,10.87,10.5916,10.0766,10.416,10.5875,10.85,10.4924,10.4959,10.6409,10.5706,10.4924,10.7804,0.39138,10.5895,0.30778
232,215.2162106,52.9993635,24.9272,0,0.0,0,1.898,-99.0,-99,-99,1.898,1.62,2.24,1.27,2.41,-99.0,9.0434,0.186078,9.31001,0.112833,8.8689,9.21779,9.15564,9.31,9.116,9.31006,9.43,9.27363,8.15,8.75301,8.84304,8.89307,8.83722,8.89307,9.07749,0.17283,9.30078,0.10956
233,215.2812227,53.0454249,25.6103,0,0.08,0,1.595,-99.0,-99,-99,1.595,0.93,2.21,0.21,2.72,-99.0,8.6175,0.016876,8.7289,0.241399,8.6092,8.59821,8.63134,8.81,8.6239,8.55703,9.164,8.67169,8.66,8.50972,8.59714,8.64218,8.56865,8.64218,8.61215,0.01713,8.7367,0.36075
235,215.2813974,53.0447575,23.5286,0,0.0,0,2.551,-99.0,-99,-99,2.551,2.28,2.37,2.23,2.4,-99.0,10.2462,0.096101,10.105,0.194155,10.1667,10.1617,10.3306,10.17,10.04,9.72689,10.209,10.1322,10.09,10.1227,10.1847,10.1553,10.1654,10.1553,10.2553,0.09515,10.1098,0.1477
239,215.202467,52.9896874,23.6818,3,0.0,0,1.791,-99.0,-99,-99,1.791,1.72,2.08,1.63,2.33,-99.0,9.8445,0.282171,9.89915,0.114724,9.5681,10.1209,9.9427,9.7,9.9099,9.96722,9.987,9.85975,9.84,9.49957,9.50561,9.57766,9.55747,9.50561,9.93496,0.24006,9.91336,0.10791
243,215.0774834,52.9023616,25.5626,2,0.02,0,1.719,-99.0,-99,-99,1.719,1.19,2.55,0.63,2.88,-99.0,8.7607,0.21067,8.82075,0.223225,8.5318,8.95074,8.78017,8.85,8.7264,8.85163,9.27,8.73136,7.42,8.40935,8.52401,8.58689,8.48105,8.52401,8.78994,0.19469,8.85081,0.34359
244,215.2830156,53.046757,25.1229,0,0.36,0,1.716,-99.0,-99,-99,1.716,1.5,1.87,1.36,2.08,-99.0,9.0453,0.062013,9.09439,0.081989,9.003,9.10232,8.98829,9.14,9.0282,9.10449,9.223,9.02857,9.02,8.89429,8.99796,9.03179,8.96248,9.03179,9.04904,0.06203,9.10449,0.08402
246,215.0506871,52.8834623,25.6862,2,0.08,0,1.621,-99.0,-99,-99,1.621,1.12,2.2,0.82,2.56,-99.0,8.4186,0.082809,8.46447,0.112607,8.3544,8.49265,8.34459,8.5,8.4349,8.42894,8.69,8.42643,8.35,8.27572,8.28966,8.35241,8.32123,8.27572,8.4249,0.0824,8.46592,0.142
247,215.2579487,53.028972,24.9158,0,0.03,0,1.666,-99.0,-99,-99,1.666,1.39,1.97,1.15,2.21,-99.0,8.9404,0.043046,8.97367,0.202662,8.8979,8.95206,8.98295,9.06,8.8861,8.88734,9.35,8.8841,8.66,8.7987,8.9349,8.91822,8.86949,8.91822,8.95206,0.04228,8.98219,0.288
