mass
10.1377
9.7653
8.0029
9.597
9.7695
10.4289
8.1521
8.5923
8.8712
9.8476
9.67
7.756
8.2034
9.3324
8.9532
8.4632
8.3564
8.0855
9.9927
9.3302
7.2969
8.5493
9.6058
8.6198
9.4999
8.9406
8.9552
6.8287
8.6315
8.7175
8.8587
9.5895
9.1066
8.5018
8.171
9.0706
8.5189
9.3968
9.2018
8.7355
8.4849
10.0234
9.2195
10.7802
9.2782
8.3097
8.6899
10.0289
8.5564
8.6109
8.1835
8.8722
9.0641
9.5733
9.0056
9.4985
8.4006
9.3721
8.5701
10.0549
8.5566
8.8862
7.8133
8.5962
9.1061
8.5144
8.9726
8.8707
10.4489
9.0434
8.6175
10.2462
9.8445
8.7607
9.0453
8.4186
8.9404
9.2392
9.3397
9.1511
7.5497
9.1736
8.9199
8.6759
8.4594
7.1216
9.3011
8.8274
7.4366
9.1241
9.236
7.8464
7.9614
10.2669
8.451
8.3319
8.7046
9.6646
9.433
9.4336
8.9518
9.5734
9.0258
10.174
8.0022
8.8732
9.1714
8.6929
8.8845
9.1379
8.2936
8.9411
8.4707
8.9286
10.1051
8.8356
8.8495
10.1649
8.7102
9.3045
9.7636
9.0487
7.9775
9.4254
9.1655
8.4657
9.4491
8.7355
10.0476
9.321
9.3272
9.0117
9.1097
8.768
9.4359
9.3574
10.4981
9.233
9.1316
8.3332
9.2002
8.3701
7.9305
9.4498
8.3658
8.5516
8.4742
8.0076
9.3282
8.6433
10.4678
9.2
9.9215
8.5176
8.6357
8.683
7.687
10.3125
9.7077
8.4383
7.9594
8.0883
9.813
10.2452
9.1841
9.1499
9.4842
8.2132
8.3331
7.2671
9.5103
9.3514
9.5804
8.4351
9.1489
9.5567
10.1121
8.3742
7.6159
8.9625
8.8969
9.7945
9.0783
8.9226
8.2581
8.4482
8.3043
8.4222
9.0897
10.0137
8.757
8.5941
8.6894
10.093
9.1496
9.8893
8.2488
8.0635
8.4296
9.3493
9.0936
9.7733
8.547
8.0839
9.069
8.9695
8.3752
8.3632
8.9284
8.2128
8.4633
10.1441
8.7451
10.028
8.8235
8.8806
8.3445
8.9278
8.3292
9.0948
7.8103
8.6857
8.8789
10.2721
8.9686
8.88
8.9712
8.8979
10.4699
8.5129
9.0053
8.6721
8.5351
9.5963
8.3337
8.3535
8.4494
9.2473
8.8971
8.8103
9.3623
8.8926
8.477
8.4071
8.904
8.4692
8.5633
8.5112
9.6041
9.5861
9.5993
10.126
9.9304
8.0943
8.7622
8.9782
10.1319
10.2647
9.0273
8.1785
8.3855
10.1737
9.4407
8.5971
9.6797
8.4993
9.4218
8.6312
8.8067
8.9593
9.3449
8.7085
8.8889
8.2101
7.9305
8.1011
9.0364
8.3471
8.6412
9.6763
9.5856
8.5432
9.0893
9.1251
9.4591
8.6185
10.4363
9.0719
10.2943
8.524
9.0932
8.262
8.2704
8.5872
10.6305
10.5092
9.3297
7.8319
7.436
8.3542
9.5633
9.1326
9.4184
8.064
8.4447
8.6678
8.6316
8.4491
8.88
8.7479
7.2538
8.667
9.4505
9.4942
8.7222
9.129
9.6729
9.8365
8.501
8.5823
9.9794
8.7693
9.2742
8.6063
8.5907
8.598
7.8179
8.6803
8.7252
9.0889
9.472
8.3178
9.6319
8.4623
9.1654
9.0083
8.6234
9.2862
9.3653
8.7071
8.8912
8.1951
9.342
8.7042
7.9925
8.839
8.4501
8.5075
9.3579
8.3485
8.3711
8.7021
8.9392
9.0839
8.472
8.7828
8.7375
8.7609
10.1321
8.8297
10.0176
9.2184
9.1007
8.8233
8.7782
8.7039
9.231
8.3612
8.1032
8.5165
8.8044
8.1216
8.8737
8.6949
9.4014
7.3311
10.1981
7.5948
8.581
8.5958
8.906
8.9746
8.6661
8.8342
8.9952
9.591
7.8872
8.3896
8.7383
8.6308
8.5316
8.1365
7.6887
8.6936
8.5633
8.3222
9.4547
9.0465
9.0441
8.4691
9.1616
9.3108
8.4343
8.2337
10.4314
9.1612
8.0788
9.2844
9.2202
9.2792
9.0263
9.0349
8.9882
9.384
8.7944
8.6818
9.0732
8.5426
8.2624
9.2149
7.9325
8.8562
9.6675
8.8269
8.9173
8.1754
9.9879
8.9711
9.3853
8.4021
9.0418
8.6926
8.598
9.377
8.2372
9.1007
10.0915
8.8154
8.7395
8.2797
8.6412
9.0684
9.1915
8.9131
9.0667
9.6951
8.8278
8.4141
8.7162
8.3954
7.9356
8.9308
10.5074
9.6271
8.4968
10.5438
9.3534
9.335
7.7836
8.482
9.5641
8.7423
8.6636
9.2745
8.0584
8.0701
8.3102
10.4377
10.1357
8.9225
8.879
8.5392
8.9721
8.7946
9.5709
8.3464
8.8768
9.4457
9.4893
8.7061
7.7318
8.7688
8.8169
8.8364
9.1744
9.3808
8.6629
8.2427
9.3992
8.63
10.1115
7.6677
8.4795
8.815
8.1608
10.7511
8.4258
8.7921
8.4344
8.6247
8.317
8.8416
9.8636
8.4605
8.5304
10.2598
8.9134
10.4376
8.4972
9.0037
8.858
8.9778
9.5852
8.1108
8.7896
8.5984
9.1628
8.8938
8.2317
8.5229
9.6219
8.4928
8.7014
9.2599
8.2145
9.5679
8.4623
8.2621
7.9544
8.2309
7.6229
8.154
8.6105
8.4244
9.8961
9.2919
8.1455
8.3995
8.1546
9.2828
9.7272
8.7044
10.5289
10.824
10.0387
8.6771
9.9281
8.581
8.527
9.528
8.5918
7.9882
8.709
8.862
8.1903
7.7339
9.7157
8.6182
8.7084
7.457
8.9775
8.9921
8.73
8.4528
8.5688
8.2529
8.8346
9.2308
10.1677
9.0109
8.1845
8.7819
8.7969
8.405
8.725
8.5492
8.0962
10.0555
8.8786
8.5615
8.4183
8.1534
8.3381
8.7425
7.1762
8.8253
9.3662
10.4936
9.4117
8.9439
9.5307
9.1591
9.168
9.2953
7.3351
9.6235
7.5057
7.2679
9.0506
8.538
7.7968
8.3305
9.125
9.5609
9.2553
8.3934
9.6261
8.7667
9.3148
8.6239
8.7157
8.5907
8.8827
8.2579
9.3819
8.2992
8.597
9.6535
8.5146
8.4804
9.2215
9.2298
9.0105
8.9758
8.8433
8.6456
8.1623
7.4083
9.1411
8.9429
8.8795
9.0381
9.6613
9.1537
8.5176
9.6004
8.0761
7.7364
8.7338
8.9258
8.7346
8.3448
10.1937
9.8481
8.6774
8.0024
8.7896
9.7295
8.0719
7.877
7.8596
9.8184
8.6678
8.6477
9.1744
8.3018
8.377
8.5734
8.7341
9.7358
9.439
9.2456
8.6096
8.4459
9.4066
10.1223
8.4258
8.1265
8.6262
8.6259
9.1712
9.7582
10.0996
9.5913
8.9482
8.7951
8.574
8.0837
8.745
8.9485
8.917
8.7803
8.8997
8.4814
8.7018
8.3926
10.2475
7.9535
9.2248
8.7173
8.2478
9.0151
8.3209
8.5058
8.9086
9.4549
8.6158
9.0945
9.805
8.9085
8.0239
10.6935
8.7734
7.8547
9.4092
8.8455
9.7625
8.5732
8.5819
9.0931
8.6626
9.461
7.4218
7.3821
8.6277
8.1092
8.0145
8.7653
8.308
8.5284
7.9755
8.7812
10.3507
8.6823
8.3594
8.9993
8.8548
8.8237
7.7332
8.8084
8.9411
8.6618
8.6399
8.2928
7.9957
8.3233
9.1433
9.43
9.3509
8.931
8.7332
7.883
8.8223
8.9755
8.463
8.9164
8.5843
8.6141
8.1294
8.7553
8.0222
9.9393
7.6863
7.9851
8.9317
9.0744
8.9183
10.5401
8.7362
9.4077
8.7494
8.8051
8.1991
8.1735
9.7309
8.8514
9.9428
8.9429
8.9667
8.8239
9.2452
8.5065
8.9329
8.0371
8.9583
8.7191
8.7801
10.5965
9.4004
9.0394
7.6987
8.9775
7.8352
8.2088
8.8804
9.6604
8.6164
9.4553
8.4454
8.8475
8.6879
10.125
8.6425
8.6162
8.2978
8.8101
9.5199
8.901
8.9725
8.4884
9.1854
9.209
7.6849
8.6824
9.5799
8.6557
9.7981
9.3373
8.4813
10.2198
9.0594
8.9459
8.116
9.2011
8.9296
9.3899
10.219
8.187
9.7855
10.0053
8.5333
8.9761
9.1741
8.8243
9.0145
8.3034
10.1366
8.3564
8.197
8.7447
8.7337
9.196
9.0551
8.4213
8.8166
9.3839
8.435
7.1388
8.1486
9.834
8.9719
7.7397
8.7788
9.516
8.4806
8.8131
8.6742
9.0869
9.4897
9.53
8.7844
8.8259
8.7854
8.5921
9.1865
9.3382
9.0548
8.3906
8.7906
8.431
8.419
8.3081
9.5635
8.5696
9.1154
9.1521
9.1714
8.9702
9.4821
9.0615
9.6024
10.0159
8.2601
11.291
8.2045
8.1182
8.8321
8.6736
9.9195
8.7735
8.4882
9.0663
8.5233
8.499
9.1989
8.8179
9.1025
9.2307
10.5668
8.8746
8.7849
9.7085
7.9979
8.2068
10.4542
8.4113
9.6391
9.1867
8.6906
9.2916
8.062
8.4147
8.3523
8.9522
9.4903
10.5892
8.645
8.7678
8.6572
9.8497
8.9554
8.8744
8.3759
8.3006
7.3316
8.7157
8.2221
8.4637
8.9601
8.6263
9.1415
8.6215
7.7251
8.9427
9.5567
8.6079
9.2992
8.3764
7.9004
8.7859
8.0841
9.7436
9.1591
8.8011
8.4937
9.4117
9.9565
8.6641
8.7569
7.8043
8.0406
8.3523
9.4365
10.3546
9.0001
10.3033
8.3155
9.3153
9.9204
9.2473
8.9046
10.513
7.8353
9.6629
8.7905
8.1524
8.2467
9.2011
8.7891
7.6221
10.1946
10.3544
9.2692
8.6076
10.3389
8.6169
8.2938
10.0857
8.3595
8.902
8.4138
8.0451
8.9237
7.9664
10.1639
9.3594
9.3238
8.6967
8.5326
9.0314
9.4934
8.5541
9.0022
8.7709
10.4163
10.1045
7.9862
8.9667
8.8365
8.8208
9.9467
8.4587
8.1886
8.6441
10.2437
7.3228
7.9683
8.4263
9.7386
7.7575
8.42
9.2357
8.3263
8.0886
10.7375
8.2889
8.4773
9.8462
10.5143
9.0582
8.1689
8.4383
9.3021
8.3794
8.9441
8.6017
8.0789
8.4117
8.5049
8.4364
8.8971
8.5899
8.8123
8.2127
10.1847
7.7646
7.6779
8.4507
9.8553
8.6458
8.3841
9.2596
9.7241
10.1106
8.6366
9.0866
7.4745
8.4206
8.7639
9.5865
8.5322
9.0948
8.8175
8.4348
8.8962
8.204
7.7919
8.381
8.7367
8.9019
9.5657
8.5147
8.7187
9.133
9.2086
9.2651
8.5656
9.2339
9.7544
9.4984
8.7668
8.9646
8.3578
9.2064
8.6662
7.8946
8.0503
9.8342
9.372
9.0469
8.1992
9.0209
8.6485
8.0962
8.8325
10.2393
8.9635
9.0302
9.2888
8.4726
8.6032
10.3095
9.1921
8.339
8.4959
9.5742
8.9058
8.0679
9.39
9.1771
7.3034
8.4787
8.887
9.915
9.1748
9.0633
8.4191
8.6504
8.5963
8.8385
8.4257
8.6131
8.825
10.0746
9.4021
8.9141
8.8636
7.899
8.5795
8.4859
8.5927
8.81
9.1519
8.5381
8.4948
9.1515
8.6796
9.191
9.1201
8.3447
8.6157
9.0273
8.2156
8.6
10.0619
9.4918
8.733
8.2981
8.6693
9.4618
8.7633
7.2941
8.2209
9.3796
9.7078
8.4907
8.0816
8.567
9.1536
8.9265
9.9355
9.096
8.7283
8.7465
8.9175
8.878
8.7507
7.7122
8.1845
8.8229
8.2601
8.4125
9.6435
8.9853
8.6625
8.9647
8.9157
8.7451
8.7
8.7686
8.2149
9.0321
8.4754
8.3142
9.5607
8.8719
8.3541
