mass
7.0721
8.943
8.9499
8.6735
8.8385
8.5334
9.383
8.4537
9.4167
9.7819
8.7471
8.3423
10.4937
8.7225
9.54
8.9556
8.0178
7.8901
9.664
9.3451
8.6926
9.0372
7.6525
8.5971
8.313
10.4443
8.2213
7.9541
9.0243
9.4245
7.3817
8.0574
8.1153
8.865
9.3022
7.8826
9.665
9.1168
9.0202
9.6675
10.3591
9.0028
8.6014
7.4199
7.0993
7.4891
9.2324
7.7706
9.3547
8.7644
9.1624
9.442
8.0051
8.7185
7.7446
8.4215
8.3364
8.4018
7.4568
8.2208
8.921
9.3936
8.4131
9.6937
8.7625
8.0092
8.8873
8.0302
9.0619
10.5737
10.5242
10.0598
7.4258
9.7128
8.2655
8.8069
10.1645
8.3515
8.5677
8.5254
9.3839
10.0476
8.274
7.719
7.3514
8.1941
10.096
8.3872
8.3296
8.7088
8.6796
9.3959
8.6677
8.0814
8.5284
9.1326
6.4878
7.0043
8.2579
9.5056
9.0187
9.2109
8.0111
7.8064
8.3701
8.3536
8.3165
7.6161
7.72
8.1215
8.519
9.0328
9.5682
7.771
9.4801
8.7444
9.0225
8.6704
8.3441
7.9591
10.0834
8.2034
7.8901
8.3494
8.6751
8.6057
9.223
7.8353
7.5034
8.3723
9.4606
8.7815
8.5718
7.4765
8.7014
8.1534
8.2209
7.841
10.5819
8.3103
10.1636
8.6927
9.3662
9.3089
8.4825
7.9292
8.5513
8.8502
8.4657
8.9063
8.1077
8.4726
8.3857
8.1668
8.5923
8.6639
8.7688
8.8342
8.2753
8.5326
7.8672
7.3228
8.2423
9.3691
8.6007
7.4229
7.2709
8.4917
8.8443
7.2663
8.1765
9.8487
7.5912
6.7837
9.2839
7.7766
9.5781
8.4569
8.2869
8.7645
9.0875
8.714
8.9347
7.8199
10.4332
9.2008
8.1014
7.1668
8.6721
7.531
7.7095
8.6073
9.217
8.633
9.2913
9.7557
8.7833
8.4016
8.5993
9.0364
8.6026
8.9324
8.1126
9.1626
