mass
9.7653
9.67
7.2969
9.6058
8.9552
8.4849
10.0234
8.5564
9.1061
9.2392
9.1736
7.8464
9.433
9.4336
8.9518
10.174
8.0022
9.1379
10.1649
9.4359
10.4981
7.9305
9.4498
8.0076
7.687
8.0883
10.2452
8.3331
9.5103
8.9625
9.7945
8.3043
9.0897
8.5941
10.093
9.069
10.1441
10.028
8.8806
7.8103
8.8979
8.5129
8.3337
8.3535
8.4494
8.904
8.0943
8.1785
9.4407
9.4218
7.9305
10.4363
8.524
9.4184
8.6316
8.7479
9.4942
8.6063
8.598
8.6803
9.0083
8.7071
8.839
8.3485
8.7039
8.3612
8.5165
8.8044
9.4014
7.5948
8.8342
8.9952
8.1365
9.0441
8.0788
9.2202
9.2149
8.9711
10.0915
8.6412
9.0684
9.0667
8.7162
10.5074
9.335
7.7836
8.8768
8.7061
8.2427
8.815
8.4344
8.4605
8.5304
9.0037
8.7896
8.8938
8.2145
9.5679
7.9544
8.2309
8.154
8.3995
9.7272
9.2308
9.0109
8.405
8.4183
7.1762
9.1591
9.2953
8.7667
8.2992
9.2215
9.2298
8.8433
8.6456
7.4083
8.9429
9.0381
9.6004
8.7338
8.9258
9.8481
8.6477
8.3018
8.5734
9.7358
9.439
10.1223
8.6259
8.7803
8.3209
9.805
10.6935
8.7734
9.4092
8.8455
8.5819
8.6277
8.5284
8.6823
8.2928
8.931
8.8223
8.1294
7.9851
9.4077
8.1991
9.9428
8.5065
8.7801
10.5965
9.4004
9.0394
8.9775
9.4553
10.125
9.0594
8.187
8.9761
8.197
8.435
8.1486
9.516
8.4806
9.0869
9.1865
9.3382
9.0548
8.3906
8.419
8.3081
9.1154
9.1714
8.9702
9.4821
11.291
8.8321
8.7735
8.2068
8.4113
8.062
9.4903
8.7678
9.8497
8.3759
8.4637
7.7251
8.8011
8.6076
8.2938
7.9664
8.5541
10.1045
7.9862
8.4587
10.2437
9.7386
8.4383
8.4117
8.6458
8.3841
7.4745
8.4206
8.381
8.7367
8.5147
9.2086
8.9646
9.372
9.0469
8.6032
10.3095
9.1921
9.0633
8.4191
8.9141
8.8636
7.899
9.191
9.0273
8.733
8.2981
8.567
9.1536
9.9355
8.8229
8.2149
8.501
8.615
8.6516
9.1281
8.1169
9.1996
9.2205
8.9707
8.8796
8.6488
9.3649
9.0597
8.8637
9.1523
9.3171
8.8702
8.7544
7.8909
8.9667
8.431
9.5496
9.7363
8.5903
9.5019
9.3492
8.873
8.7019
7.8143
7.7198
9.7015
8.3598
8.7138
7.9987
8.7587
9.1816
7.7752
9.6708
9.6694
8.7227
8.6896
9.3387
9.8251
9.324
7.5312
8.9749
8.5691
8.0414
8.2571
9.4317
9.1493
9.0606
9.0426
10.0014
9.59
9.7292
8.752
8.692
8.4998
8.3463
7.9942
9.1469
8.8615
8.9945
8.4498
8.4477
8.6003
8.1324
8.4629
7.6828
8.8729
9.8701
8.6757
8.7318
8.4754
8.8048
9.7385
9.1939
9.0174
8.0027
7.825
8.5878
7.9097
8.3053
8.8347
9.0252
9.5028
8.1552
10.0686
7.693
8.6299
8.435
8.1993
7.8772
8.3416
8.4604
8.552
8.8398
9.0032
9.4285
7.6798
9.0683
8.8476
8.8531
8.6442
9.1132
8.2393
8.2165
8.5976
8.7147
9.343
8.6389
8.0593
8.7285
9.8398
8.6323
8.9264
9.2755
8.1548
7.872
8.914
9.0106
10.1595
8.5625
8.2544
8.7715
8.8465
7.6129
8.5564
8.1144
8.7002
8.6504
8.7506
8.4343
9.2818
9.3474
8.9029
9.2545
8.5355
9.5389
8.8169
9.6323
9.4137
8.6594
8.8402
9.6596
8.3226
8.0316
7.8536
8.4529
8.7005
8.7982
10.3672
8.4689
9.1691
8.3776
8.6514
8.833
9.0746
8.4927
9.6003
8.2888
9.6785
8.3096
8.9018
8.5811
8.2254
8.2866
8.8583
9.1681
7.3441
9.4224
9.1791
8.3712
8.7165
8.7505
8.7035
9.2477
9.4074
8.8782
7.9559
8.9818
8.8796
8.3943
8.7507
8.7124
8.1944
8.4404
10.1515
8.622
10.3516
8.6163
9.9565
8.5142
9.2197
8.7782
9.2555
8.858
8.6406
9.1354
8.8338
8.9628
8.534
8.8636
9.5593
9.4642
8.1577
8.927
8.4819
8.1972
9.0509
7.8471
8.8162
8.2202
8.4188
9.6251
8.3404
8.7312
8.4116
8.313
7.9483
9.4372
8.9961
7.875
9.0643
8.4174
8.7937
9.3626
7.6307
9.2814
8.6926
9.7133
8.9114
8.327
9.1212
8.8185
7.4904
9.054
7.806
8.7947
8.689
8.3974
8.836
8.298
8.048
10.3857
8.8244
8.4823
8.656
8.6162
9.6922
9.4466
8.8164
7.9247
9.2954
8.832
8.0561
9.7157
9.6203
8.4961
8.1656
9.2089
9.3298
8.7488
8.7376
8.296
8.6516
8.9118
8.5523
7.9577
8.658
8.4481
9.1765
9.374
8.1076
8.1171
8.5793
8.3294
9.3506
10.1541
8.8534
8.2427
8.1431
8.447
8.1904
9.7099
8.698
10.5413
9.0294
9.2973
8.8083
8.4661
8.9174
8.5494
